baseline_model,candidate_model,scope,metric,method,matches,clusters,mean_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:NONE,log_loss_1x2,team_season,1587,880,-0.002087363703891292,-0.004525757479137197,0.0003201804267355306,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:NONE,log_loss_1x2,calendar_month,1587,58,-0.002087363703891292,-0.005805116293735261,0.0011744345313511836,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:NONE,log_loss_1x2,conservative_envelope,1587,,-0.002087363703891292,-0.005805116293735261,0.0011744345313511836,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:ONE,brier_1x2,tie_or_match,1980,1485,-0.008490708770123494,-0.012330308554567916,-0.0046074084484166835,True,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:ONE,brier_1x2,team_season,1980,912,-0.008490708770123494,-0.011396132557891504,-0.005715274073361067,True,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:ONE,brier_1x2,calendar_month,1980,60,-0.008490708770123494,-0.013489429828991418,-0.003427526944286357,True,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:ONE,brier_1x2,conservative_envelope,1980,,-0.008490708770123494,-0.013489429828991418,-0.003427526944286357,True,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:ONE,log_loss_1x2,tie_or_match,1980,1485,-0.012519395203871875,-0.01835006575027058,-0.006471919317850908,True,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:ONE,log_loss_1x2,team_season,1980,912,-0.012519395203871875,-0.016937948558383962,-0.00809447238747722,True,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:ONE,log_loss_1x2,calendar_month,1980,60,-0.012519395203871875,-0.020228413623573936,-0.00415077565402562,True,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:ONE,log_loss_1x2,conservative_envelope,1980,,-0.012519395203871875,-0.020228413623573936,-0.00415077565402562,True,False
