match_id,competition,source_event_id,home_shots_on_goal,away_shots_on_goal,home_shots_off_goal,away_shots_off_goal,home_total_shots,away_total_shots,home_blocked_shots,away_blocked_shots,home_shots_insidebox,away_shots_insidebox,home_shots_outsidebox,away_shots_outsidebox,home_fouls,away_fouls,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,home_ball_possession,away_ball_possession,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_goalkeeper_saves,away_goalkeeper_saves,home_total_passes,away_total_passes,home_passes_accurate,away_passes_accurate,home_passes,away_passes,home_expected_goals,away_expected_goals,home_goals_prevented,away_goals_prevented,stats_covered,xg_raw_present,xg_covered,xg_zero_inconsistent_with_shots,xg_both_zero,xg_placeholder_suspected,xg_analysis_eligible,xg_quality_status
202526-0060,UCL,2298904,8,3,2,1,12,7,2,3,8,6,4,1,15,6,2,1,3,1,53,47,0,2,0,0,3,3,488,451,427,378,88,84,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0068,UCL,2298901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0074,UCL,2298902,10,2,13,3,27,9,4,4,21,5,6,4,15,11,6,3,2,0,41,59,1,2,0,0,1,8,336,525,269,443,80,84,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0078,UCL,2295590,8,8,3,4,14,16,3,4,10,12,4,4,18,14,5,7,1,0,47,53,2,2,0,0,6,4,307,341,236,278,77,82,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0072,UCL,2298903,9,3,11,4,23,12,3,5,18,8,5,4,7,4,8,3,1,1,55,45,1,0,0,0,1,6,491,406,420,336,86,83,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0062,UCL,2297599,2,6,7,5,16,14,7,3,8,6,8,8,29,23,6,5,1,3,55,45,7,4,0,0,6,1,517,418,395,314,76,75,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0066,UCL,2298905,6,4,6,5,15,11,3,2,10,9,5,2,15,14,5,4,0,1,41,59,3,4,0,0,4,3,277,400,205,310,74,78,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0331,UEL,2299490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0064,UCL,2298906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0076,UCL,2295591,5,0,8,4,21,9,8,5,14,8,7,1,9,13,6,6,2,2,58,42,1,2,0,0,0,3,541,373,472,300,87,80,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0708,UECL,2299436,3,4,2,5,8,12,3,3,5,9,3,3,14,16,2,3,2,1,45,55,5,2,0,0,4,2,353,421,258,321,73,76,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0716,UECL,2299417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0333,UEL,2299484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0317,UEL,2300850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0712,UECL,2299425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0740,UECL,2299435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0758,UECL,2297643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0321,UEL,2295171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0325,UEL,2299487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0329,UEL,2299488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0706,UECL,2299426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0710,UECL,2299429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0718,UECL,2299430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0730,UECL,2299414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0748,UECL,2299432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0337,UEL,2299483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0714,UECL,2308491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0722,UECL,2299415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0724,UECL,2299416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0752,UECL,2299421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0323,UEL,2299482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0327,UEL,2299485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0335,UEL,2299486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0339,UEL,2299491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0704,UECL,2299418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0732,UECL,2299410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0736,UECL,2299431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0738,UECL,2299411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0750,UECL,2299413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0742,UECL,2299412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0319,UEL,2299489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0720,UECL,2299427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0702,UECL,2299424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0734,UECL,2299433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0760,UECL,2302804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0315,UEL,2299481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0726,UECL,2299420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0728,UECL,2299419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0744,UECL,2299428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0746,UECL,2299422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0754,UECL,2299434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0756,UECL,2299423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0079,UCL,2310357,4,4,7,3,12,11,1,4,7,5,5,6,20,8,4,3,0,2,44,56,2,1,0,0,1,3,335,437,247,356,74,81,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0081,UCL,2310358,6,3,13,7,25,14,6,4,19,8,6,6,9,17,13,4,0,0,57,43,1,1,0,0,1,5,395,323,316,247,80,76,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0091,UCL,2310359,1,7,7,3,15,10,7,0,8,7,7,3,11,9,9,9,0,2,53,47,3,1,0,0,4,0,450,417,396,356,88,85,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0083,UCL,2304556,6,1,7,7,16,8,3,0,12,5,4,3,12,12,5,1,2,0,58,42,1,2,0,0,1,1,578,410,473,315,82,77,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0085,UCL,2310362,3,0,2,5,10,8,5,3,5,4,5,4,12,9,15,3,0,3,75,25,2,3,0,0,0,3,699,235,607,145,87,62,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0087,UCL,2310360,6,4,4,2,11,11,1,5,6,5,5,6,11,12,2,3,0,2,46,54,5,3,1,0,3,5,430,518,366,453,85,87,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0089,UCL,2310361,6,3,3,3,13,9,4,3,3,3,10,6,16,18,4,4,2,0,54,46,3,5,0,1,3,6,451,400,384,327,85,82,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0791,UECL,2314948,8,4,3,6,13,13,2,3,11,7,2,6,7,10,5,5,0,2,40,60,0,2,0,0,3,6,359,536,283,463,79,86,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0354,UEL,2314291,9,2,2,1,13,4,2,1,0,0,0,0,11,10,4,5,0,1,48,52,1,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0346,UEL,2314293,4,2,3,3,12,8,5,3,0,0,0,0,11,10,9,3,1,4,50,50,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0360,UEL,2314292,10,3,3,4,15,8,2,1,0,0,0,0,16,11,6,5,0,0,60,40,2,3,0,0,2,8,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0787,UECL,2314952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0795,UECL,2314949,9,6,6,3,18,10,3,1,14,5,4,5,9,9,8,3,1,4,65,35,0,1,0,0,4,2,598,311,503,226,84,73,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0797,UECL,2314950,6,6,7,6,18,15,5,3,8,10,10,5,13,9,7,5,3,4,50,50,2,2,0,0,5,4,385,390,328,338,85,87,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0799,UECL,2314951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0773,UECL,2314953,3,5,9,7,14,15,2,3,12,8,2,7,8,16,7,6,0,1,72,28,2,4,0,0,3,2,564,220,505,160,90,73,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0340,UEL,2312422,11,3,5,4,21,11,5,4,0,0,0,0,12,11,6,5,2,2,63,37,1,4,0,1,2,8,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0342,UEL,2312424,4,4,7,8,14,14,3,2,0,0,0,0,8,17,4,2,4,2,0,0,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0348,UEL,2312423,5,3,3,3,10,7,2,1,0,0,0,0,10,9,8,4,0,4,49,51,2,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0358,UEL,2314294,3,7,3,3,12,12,6,2,0,0,0,0,10,9,6,2,1,0,52,48,5,3,1,0,5,3,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0761,UECL,2314960,8,0,12,2,20,6,0,4,14,1,6,5,9,9,9,4,2,2,65,35,1,2,0,0,0,7,542,299,488,217,90,73,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0763,UECL,2314955,10,5,7,3,20,10,3,2,13,7,7,3,20,8,7,0,1,2,56,44,2,3,0,1,4,10,498,410,438,343,88,84,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0765,UECL,2314962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0767,UECL,2314956,2,5,3,6,14,12,9,1,8,7,6,5,10,14,9,2,0,0,54,46,2,3,0,0,3,3,464,407,403,341,87,84,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0769,UECL,2314958,4,6,1,6,6,18,1,6,4,9,2,9,13,12,3,10,1,3,25,75,2,0,0,0,5,4,212,665,127,596,60,90,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0777,UECL,2314954,3,3,15,10,20,15,2,2,15,10,5,5,8,5,5,3,2,1,64,36,1,1,0,1,1,3,535,306,472,241,88,79,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0781,UECL,2314957,6,2,11,0,23,2,6,0,12,1,11,1,8,12,14,4,2,2,71,29,1,1,0,0,1,5,630,264,560,201,89,76,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0793,UECL,2314959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0803,UECL,2314963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0805,UECL,2314964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0807,UECL,2314961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0344,UEL,2312425,0,2,6,2,6,4,0,0,0,0,0,0,14,23,9,5,3,2,48,52,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0771,UECL,2314966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0779,UECL,2314965,6,2,8,4,20,9,6,3,9,6,11,3,14,9,6,2,1,3,37,63,0,3,0,0,1,5,342,618,257,513,75,83,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0352,UEL,2312426,7,11,4,4,14,19,3,4,0,0,0,0,5,5,3,5,0,1,40,60,1,3,0,0,7,6,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0350,UEL,2312427,9,6,7,2,29,11,13,3,0,0,0,0,14,9,4,3,1,0,49,51,4,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0362,UEL,2312428,7,3,5,6,15,11,3,2,0,0,0,0,13,16,4,2,3,1,60,40,2,5,0,0,3,6,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0801,UECL,2314967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0356,UEL,2314295,1,4,1,6,2,11,0,1,0,0,0,0,12,12,0,4,3,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0775,UECL,2314971,6,2,3,4,13,7,4,1,9,1,4,6,14,8,1,0,1,2,45,55,0,0,0,0,2,5,393,476,292,377,74,79,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0783,UECL,2314968,5,0,12,4,25,5,8,1,10,5,15,0,4,11,7,3,0,2,74,26,0,2,0,0,0,4,588,209,495,115,84,55,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0785,UECL,2314969,2,4,8,4,11,13,1,5,7,8,4,5,8,14,5,3,3,3,44,56,4,3,0,0,2,2,341,448,258,372,76,83,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0789,UECL,2314970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0086,UCL,2310363,4,5,4,2,12,11,4,4,6,5,6,6,12,19,5,7,3,0,33,67,0,1,0,0,5,3,343,720,219,600,64,83,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0082,UCL,2310364,5,3,5,4,11,12,1,5,8,9,3,3,17,17,3,3,1,3,50,50,3,3,0,0,1,4,351,350,274,285,78,81,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0084,UCL,2304557,8,5,7,3,18,10,3,2,10,9,8,1,12,13,3,8,3,1,52,48,2,1,0,0,4,6,439,414,379,344,86,83,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0361,UEL,2314296,0,6,7,5,9,11,2,0,0,0,0,0,9,13,4,3,4,3,51,49,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0080,UCL,2310365,2,6,8,7,10,16,0,3,4,14,6,2,14,22,1,2,3,1,40,60,3,3,0,0,3,0,282,399,207,319,73,80,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0794,UECL,2314972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0088,UCL,2310366,7,5,3,6,11,20,1,9,8,9,3,11,25,15,3,6,1,3,42,58,1,0,0,0,5,5,402,534,313,461,78,86,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0090,UCL,2310368,3,0,6,4,15,6,6,2,11,3,4,3,11,20,4,1,4,4,53,47,2,4,0,1,0,2,425,380,344,296,81,78,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0092,UCL,2310367,16,1,11,1,32,3,5,1,26,0,6,3,4,6,10,1,0,0,72,28,1,1,0,1,1,10,687,279,649,221,94,79,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0355,UEL,2314298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0784,UECL,2314973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0798,UECL,2314975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0808,UECL,2314974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0347,UEL,2312429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0349,UEL,2314297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0780,UECL,2314976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0788,UECL,2315563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0800,UECL,2314977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0343,UEL,2312432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0363,UEL,2314300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0768,UECL,2315564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0774,UECL,2315566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0796,UECL,2315565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0341,UEL,2312433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0345,UEL,2312434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0353,UEL,2312430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0359,UEL,2314299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0762,UECL,2315570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0764,UECL,2315568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0766,UECL,2315572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0770,UECL,2315569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0776,UECL,2315571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0778,UECL,2315567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0806,UECL,2315573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0351,UEL,2312431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0772,UECL,2315574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0802,UECL,2315575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0357,UEL,2314301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0782,UECL,2315576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0786,UECL,2315578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0790,UECL,2315579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0792,UECL,2315577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0804,UECL,2315580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0093,UCL,2328006,2,6,4,4,11,11,5,1,6,9,5,2,18,15,2,2,0,2,39,61,1,3,0,0,4,2,305,490,223,409,73,83,0,1,0,0,True,True,True,True,False,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0094,UCL,2328005,3,8,5,6,10,18,2,4,9,14,1,4,9,9,7,7,0,8,63,37,0,0,0,0,4,2,528,318,437,232,83,73,2,3,0,0,True,True,True,False,False,False,True,ELIGIBLE
202526-0095,UCL,2328007,7,5,6,3,19,10,6,2,11,5,8,5,13,8,4,2,4,0,52,48,0,1,0,0,1,3,491,470,437,387,89,82,2,2,-1,-1,True,True,True,False,False,False,True,ELIGIBLE
202526-0096,UCL,2328009,15,5,8,8,28,15,5,2,20,10,8,5,9,14,9,4,1,3,43,57,3,2,1,0,4,13,402,524,344,455,86,87,4,1,2,2,True,True,True,False,False,False,True,ELIGIBLE
202526-0097,UCL,2328010,3,5,5,3,14,10,6,2,6,9,8,1,11,6,8,3,1,1,53,47,0,0,0,0,2,1,477,432,408,352,86,81,1,2,-1,-1,True,True,True,False,False,False,True,ELIGIBLE
202526-0098,UCL,2328008,1,0,5,6,9,10,3,4,4,4,5,6,14,13,3,3,1,1,58,42,4,3,0,0,0,2,491,351,414,279,84,79,1,0,-1,-1,True,True,True,True,False,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0099,UCL,2328011,3,1,8,5,18,6,7,0,13,3,5,3,15,14,9,0,2,1,69,31,3,3,0,1,1,3,533,251,447,169,84,67,1,0,0,0,True,True,True,True,False,True,False,ZERO_INCONSISTENT_WITH_SHOTS
