season,local_team_id,team_name,country,country_code,club_id,uefa_team_id,uefa_team_name,resolution_method,similarity,runner_up_similarity,identity_status,event_identity_verified
2021/22,208,Olimpija Ljubljana,Slovenia,SLO,AO-UEFA-53081,53081,Olimpija,exact_name_country,1.0,,VERIFIED,True
2021/22,209,Atlético Madrid,Spain,ESP,AO-UEFA-50124,50124,Atleti,fixture_graph_unique,,,VERIFIED,True
2021/22,210,FC Barcelona,Spain,ESP,AO-UEFA-50080,50080,Barcelona,exact_name_country,1.0,,VERIFIED,True
2021/22,211,Real Betis,Spain,ESP,AO-UEFA-52265,52265,Real Betis,exact_name_country,1.0,,VERIFIED,True
2021/22,212,Real Madrid,Spain,ESP,AO-UEFA-50051,50051,Real Madrid,exact_name_country,1.0,,VERIFIED,True
2021/22,213,Real Sociedad,Spain,ESP,AO-UEFA-50123,50123,Real Sociedad,exact_name_country,1.0,,VERIFIED,True
2021/22,214,Sevilla,Spain,ESP,AO-UEFA-52714,52714,Sevilla,exact_name_country,1.0,,VERIFIED,True
2021/22,215,Villarreal,Spain,ESP,AO-UEFA-70691,70691,Villarreal,exact_name_country,1.0,,VERIFIED,True
2021/22,216,BK Häcken,Sweden,SWE,AO-UEFA-69621,69621,Häcken,exact_name_country,1.0,,VERIFIED,True
2021/22,217,Hammarby IF,Sweden,SWE,AO-UEFA-52343,52343,Hammarby,exact_name_country,1.0,,VERIFIED,True
2021/22,218,IF Elfsborg,Sweden,SWE,AO-UEFA-52344,52344,Elfsborg,exact_name_country,1.0,,VERIFIED,True
2021/22,219,Malmö FF,Sweden,SWE,AO-UEFA-50152,50152,Malmö,exact_name_country,1.0,,VERIFIED,True
2021/22,220,FC Basel,Switzerland,SUI,AO-UEFA-59856,59856,Basel,fixture_graph_unique,,,VERIFIED,True
2021/22,221,FC Luzern,Switzerland,SUI,AO-UEFA-52808,52808,Luzern,exact_name_country,1.0,,VERIFIED,True
2021/22,222,Servette FC Genève,Switzerland,SUI,AO-UEFA-50008,50008,Servette,fixture_graph_unique,,,VERIFIED,True
2021/22,223,Young Boys,Switzerland,SUI,AO-UEFA-50031,50031,Young Boys,exact_name_country,1.0,,VERIFIED,True
2021/22,224,Besiktas,Türkiye,TUR,AO-UEFA-50157,50157,Beşiktaş,exact_name_country,1.0,,VERIFIED,True
2021/22,225,Fenerbahçe,Türkiye,TUR,AO-UEFA-52692,52692,Fenerbahçe,exact_name_country,1.0,,VERIFIED,True
2021/22,226,Galatasaray,Türkiye,TUR,AO-UEFA-50067,50067,Galatasaray,exact_name_country,1.0,,VERIFIED,True
2021/22,227,Sivasspor,Türkiye,TUR,AO-UEFA-89728,89728,Sivasspor,exact_name_country,1.0,,VERIFIED,True
2021/22,228,Trabzonspor,Türkiye,TUR,AO-UEFA-52731,52731,Trabzonspor,exact_name_country,1.0,,VERIFIED,True
2021/22,229,Dinamo Kiev,Ukraine,UKR,AO-UEFA-52723,52723,Dynamo Kyiv,exact_name_country,1.0,,VERIFIED,True
2021/22,230,Kolos Kovalivka,Ukraine,UKR,AO-UEFA-2609189,2609189,Kolos Kovalivka,exact_name_country,1.0,,VERIFIED,True
2021/22,231,Shakhtar Donetsk,Ukraine,UKR,AO-UEFA-52707,52707,Shakhtar,exact_name_country,1.0,,VERIFIED,True
2021/22,232,Vorskla Poltava,Ukraine,UKR,AO-UEFA-62174,62174,Vorskla Poltava,exact_name_country,1.0,,VERIFIED,True
2021/22,233,Zorya Luhansk,Ukraine,UKR,AO-UEFA-65130,65130,Zorya Luhansk,exact_name_country,1.0,,VERIFIED,True
2021/22,234,Bala Town,Wales,WAL,AO-UEFA-2600717,2600717,Bala,fixture_graph_unique,,,VERIFIED,True
2021/22,235,Connah's Quay,Wales,WAL,AO-UEFA-64275,64275,Connah's Quay,exact_name_country,1.0,,VERIFIED,True
2021/22,236,Newtown,Wales,WAL,AO-UEFA-60458,60458,Newtown,exact_name_country,1.0,,VERIFIED,True
2021/22,237,The New Saints,Wales,WAL,AO-UEFA-60457,60457,The New Saints,exact_name_country,1.0,,VERIFIED,True
2022/23,1,KF Laçi,Albania,ALB,AO-UEFA-64111,64111,Laç,exact_name_country,1.0,,VERIFIED,True
2022/23,2,KF Tirana,Albania,ALB,AO-UEFA-50049,50049,Tirana,exact_name_country,1.0,,VERIFIED,True
2022/23,3,Partizani Tirana,Albania,ALB,AO-UEFA-52876,52876,Partizani,fixture_graph_unique,,,VERIFIED,True
2022/23,4,Vllaznia Shkodër,Albania,ALB,AO-UEFA-52878,52878,Vllaznia,fixture_graph_unique,,,VERIFIED,True
2022/23,5,Atlètic Club d'Escaldes,Andorra,AND,AO-UEFA-88371,88371,At. Escaldes,exact_name_country,1.0,,VERIFIED,True
2022/23,6,Inter Club d'Escaldes,Andorra,AND,AO-UEFA-63401,63401,Inter Escaldes,exact_name_country,1.0,,VERIFIED,True
2022/23,7,UE Santa Coloma,Andorra,AND,AO-UEFA-2600542,2600542,UE Santa Coloma,exact_name_country,1.0,,VERIFIED,True
2022/23,8,Alashkert FC,Armenia,ARM,AO-UEFA-2605268,2605268,Alashkert,fixture_graph_unique,,,VERIFIED,True
2022/23,9,Ararat Yerevan,Armenia,ARM,AO-UEFA-59318,59318,Ararat-Yerevan,exact_name_country,1.0,,VERIFIED,True
2022/23,10,Ararat-Armenia,Armenia,ARM,AO-UEFA-2610304,2610304,Ararat-Armenia,exact_name_country,1.0,,VERIFIED,True
2022/23,11,Pyunik Yerevan,Armenia,ARM,AO-UEFA-77431,77431,Pyunik,fixture_graph_unique,,,VERIFIED,True
2022/23,12,Austria Wien,Austria,AUT,AO-UEFA-50110,50110,Austria Wien,exact_name_country,1.0,,VERIFIED,True
2022/23,13,FC Salzburg,Austria,AUT,AO-UEFA-50030,50030,Salzburg,exact_name_country,1.0,,VERIFIED,True
2022/23,14,Rapid Wien,Austria,AUT,AO-UEFA-50042,50042,SK Rapid,exact_name_country,1.0,,VERIFIED,True
2022/23,15,Sturm Graz,Austria,AUT,AO-UEFA-50111,50111,Sturm Graz,exact_name_country,1.0,,VERIFIED,True
2022/23,16,Wolfsberger AC,Austria,AUT,AO-UEFA-2603990,2603990,Wolfsberger,exact_name_country,1.0,,VERIFIED,True
2022/23,17,Gabala FK,Azerbaijan,AZB,AO-UEFA-93628,93628,Gabala,fixture_graph_unique,,,VERIFIED,True
2022/23,18,Neftchi Baku,Azerbaijan,AZB,AO-UEFA-59890,59890,Neftchi,fixture_graph_unique,,,VERIFIED,True
2022/23,19,Qarabag FK,Azerbaijan,AZB,AO-UEFA-60609,60609,Qarabağ,exact_name_country,1.0,,VERIFIED,True
2022/23,20,Zira FK,Azerbaijan,AZB,AO-UEFA-2607480,2607480,Zire,fixture_graph_unique,,,VERIFIED,True
2022/23,21,BATE Borisov,Belarus,BLS,AO-UEFA-66168,66168,BATE,fixture_graph_unique,,,VERIFIED,True
2022/23,22,Dinamo Minsk,Belarus,BLS,AO-UEFA-50161,50161,Dinamo-Minsk,exact_name_country,1.0,,VERIFIED,True
2022/23,23,FC Gomel,Belarus,BLS,AO-UEFA-66169,66169,Gomel,exact_name_country,1.0,,VERIFIED,True
2022/23,24,Shakhtior Saligorsk,Belarus,BLS,AO-UEFA-64375,64375,Shakhtyor,fixture_graph_unique,,,VERIFIED,True
2022/23,25,AA Gent,Belgium,BEL,AO-UEFA-4608,4608,Gent,fixture_graph_unique,,,VERIFIED,True
2022/23,26,Anderlecht,Belgium,BEL,AO-UEFA-50074,50074,Anderlecht,exact_name_country,1.0,,VERIFIED,True
2022/23,27,Club Brugge,Belgium,BEL,AO-UEFA-50043,50043,Club Brugge,exact_name_country,1.0,,VERIFIED,True
2022/23,28,Royal Antwerp,Belgium,BEL,AO-UEFA-50113,50113,Antwerp,fixture_graph_unique,,,VERIFIED,True
2022/23,29,Union Saint-Gilloise,Belgium,BEL,AO-UEFA-64125,64125,Union SG,fixture_graph_unique,,,VERIFIED,True
2022/23,30,Borac Banja Luka,Bosnia-Herzegovina,BOS,AO-UEFA-50104,50104,Borac,fixture_graph_unique,,,VERIFIED,True
2022/23,31,Tuzla City,Bosnia-Herzegovina,BOS,AO-UEFA-2609279,2609279,Tuzla City,exact_name_country,1.0,,VERIFIED,True
2022/23,32,Velez Mostar,Bosnia-Herzegovina,BOS,AO-UEFA-50163,50163,Velež,fixture_graph_unique,,,VERIFIED,True
2022/23,33,Zrinjski Mostar,Bosnia-Herzegovina,BOS,AO-UEFA-73390,73390,Zrinjski,fixture_graph_unique,,,VERIFIED,True
2022/23,34,Botev Plovdiv,Bulgaria,BUL,AO-UEFA-57466,57466,Botev Plovdiv,exact_name_country,1.0,,VERIFIED,True
2022/23,35,CSKA Sofia,Bulgaria,BUL,AO-UEFA-2608297,2608297,CSKA Sofia,exact_name_country,1.0,,VERIFIED,True
2022/23,36,Levski Sofia,Bulgaria,BUL,AO-UEFA-50044,50044,Levski Sofia,exact_name_country,1.0,,VERIFIED,True
2022/23,37,Ludogorets Razgrad,Bulgaria,BUL,AO-UEFA-2603104,2603104,Ludogorets,fixture_graph_unique,,,VERIFIED,True
2022/23,38,Dinamo Zagreb,Croatia,CRO,AO-UEFA-50164,50164,GNK Dinamo,exact_name_country,1.0,,VERIFIED,True
2022/23,39,Hajduk Split,Croatia,CRO,AO-UEFA-52359,52359,Hajduk Split,exact_name_country,1.0,,VERIFIED,True
2022/23,40,NK Osijek,Croatia,CRO,AO-UEFA-53082,53082,Osijek,exact_name_country,1.0,,VERIFIED,True
2022/23,41,NK Rijeka,Croatia,CRO,AO-UEFA-52356,52356,Rijeka,fixture_graph_unique,,,VERIFIED,True
2022/23,42,AEK Larnaca,Cyprus,CYP,AO-UEFA-54191,54191,AEK Larnaca,exact_name_country,1.0,,VERIFIED,True
2022/23,43,APOEL Nicosia,Cyprus,CYP,AO-UEFA-50118,50118,APOEL,fixture_graph_unique,,,VERIFIED,True
2022/23,44,Apollon Limassol,Cyprus,CYP,AO-UEFA-52741,52741,Apollon,fixture_graph_unique,,,VERIFIED,True
2022/23,45,Aris Limassol,Cyprus,CYP,AO-UEFA-69529,69529,Aris Limassol,exact_name_country,1.0,,VERIFIED,True
2022/23,46,Omonia Nicosia,Cyprus,CYP,AO-UEFA-50077,50077,Omonia,fixture_graph_unique,,,VERIFIED,True
2022/23,47,1.FC Slovácko,Czechia,CZE,AO-UEFA-75794,75794,Slovácko,exact_name_country,1.0,,VERIFIED,True
2022/23,48,Slavia Praha,Czechia,CZE,AO-UEFA-52498,52498,Slavia Praha,exact_name_country,1.0,,VERIFIED,True
2022/23,49,Sparta Praha,Czechia,CZE,AO-UEFA-50033,50033,Sparta Praha,exact_name_country,1.0,,VERIFIED,True
2022/23,50,Viktoria Plzen,Czechia,CZE,AO-UEFA-64388,64388,Viktoria Plzeň,exact_name_country,1.0,,VERIFIED,True
2022/23,51,Brøndby IF,Denmark,DEN,AO-UEFA-50021,50021,Brøndby,exact_name_country,1.0,,VERIFIED,True
2022/23,52,FC København,Denmark,DEN,AO-UEFA-52709,52709,Copenhagen,fixture_graph_unique,,,VERIFIED,True
2022/23,53,FC Midtjylland,Denmark,DEN,AO-UEFA-75795,75795,Midtjylland,exact_name_country,1.0,,VERIFIED,True
2022/23,54,Silkeborg IF,Denmark,DEN,AO-UEFA-52912,52912,Silkeborg,exact_name_country,1.0,,VERIFIED,True
2022/23,55,Viborg FF,Denmark,DEN,AO-UEFA-69570,69570,Viborg,exact_name_country,1.0,,VERIFIED,True
2022/23,56,Arsenal,England,ENG,AO-UEFA-52280,52280,Arsenal,exact_name_country,1.0,,VERIFIED,True
2022/23,57,Chelsea,England,ENG,AO-UEFA-52914,52914,Chelsea,exact_name_country,1.0,,VERIFIED,True
2022/23,58,Liverpool,England,ENG,AO-UEFA-7889,7889,Liverpool,exact_name_country,1.0,,VERIFIED,True
2022/23,59,Manchester City,England,ENG,AO-UEFA-52919,52919,Man City,exact_name_country,1.0,,VERIFIED,True
2022/23,60,Manchester United,England,ENG,AO-UEFA-52682,52682,Man Utd,exact_name_country,1.0,,VERIFIED,True
2022/23,61,Tottenham Hotspur,England,ENG,AO-UEFA-1652,1652,Tottenham,exact_name_country,1.0,,VERIFIED,True
2022/23,62,West Ham United,England,ENG,AO-UEFA-53358,53358,West Ham,fixture_graph_unique,,,VERIFIED,True
2022/23,63,Flora Tallinn,Estonia,EST,AO-UEFA-59341,59341,Flora Tallinn,exact_name_country,1.0,,VERIFIED,True
2022/23,64,Levadia Tallinn,Estonia,EST,AO-UEFA-77482,77482,Levadia Tallinn,exact_name_country,1.0,,VERIFIED,True
2022/23,65,Paide Linnameeskond,Estonia,EST,AO-UEFA-2600598,2600598,Paide,exact_name_country,1.0,,VERIFIED,True
2022/23,66,B36 Torshavn,Faroe Islands,FAR,AO-UEFA-57476,57476,B36 Tórshavn,exact_name_country,1.0,,VERIFIED,True
2022/23,67,HB Torshavn,Faroe Islands,FAR,AO-UEFA-59025,59025,H. Bóltfelag,fixture_graph_unique,,,VERIFIED,True
2022/23,68,KI Klaksvik,Faroe Islands,FAR,AO-UEFA-57475,57475,Klaksvík,exact_name_country,1.0,,VERIFIED,True
2022/23,69,Víkingur,Faroe Islands,FAR,AO-UEFA-59325,59325,Víkingur,exact_name_country,1.0,,VERIFIED,True
2022/23,70,HJK Helsinki,Finland,FIN,AO-UEFA-50052,50052,HJK,exact_name_country,1.0,,VERIFIED,True
2022/23,71,Inter Turku,Finland,FIN,AO-UEFA-64161,64161,Inter Turku,exact_name_country,1.0,,VERIFIED,True
2022/23,72,KuPS Kuopio,Finland,FIN,AO-UEFA-52350,52350,KuPS Kuopio,exact_name_country,1.0,,VERIFIED,True
2022/23,73,SJK Seinäjoki,Finland,FIN,AO-UEFA-2602520,2602520,SJK,exact_name_country,1.0,,VERIFIED,True
2022/23,74,AS Monaco,France,FRA,AO-UEFA-50023,50023,Monaco,exact_name_country,1.0,,VERIFIED,True
2022/23,75,FC Nantes,France,FRA,AO-UEFA-52693,52693,Nantes,exact_name_country,1.0,,VERIFIED,True
2022/23,76,OGC Nice,France,FRA,AO-UEFA-52355,52355,Nice,exact_name_country,1.0,,VERIFIED,True
2022/23,77,Olympique Marseille,France,FRA,AO-UEFA-52748,52748,Marseille,fixture_graph_unique,,,VERIFIED,True
2022/23,78,Paris Saint-Germain,France,FRA,AO-UEFA-52747,52747,Paris,exact_name_country,1.0,,VERIFIED,True
2022/23,79,Stade Rennais,France,FRA,AO-UEFA-55031,55031,Rennes,fixture_graph_unique,,,VERIFIED,True
2022/23,80,Dila Gori,Georgia,GEO,AO-UEFA-64467,64467,Dila,fixture_graph_unique,,,VERIFIED,True
2022/23,81,Dinamo Batumi,Georgia,GEO,AO-UEFA-59885,59885,Dinamo Batumi,exact_name_country,1.0,,VERIFIED,True
2022/23,82,Dinamo Tbilisi,Georgia,GEO,AO-UEFA-52705,52705,Dinamo Tbilisi,exact_name_country,1.0,,VERIFIED,True
2022/23,83,Saburtalo Tbilisi,Georgia,GEO,AO-UEFA-2605905,2605905,Iberia Tbilisi,fixture_graph_unique,,,VERIFIED,True
2022/23,84,1.FC Köln,Germany,GER,AO-UEFA-50018,50018,Köln,exact_name_country,1.0,,VERIFIED,True
2022/23,85,Bayer Leverkusen,Germany,GER,AO-UEFA-50109,50109,Leverkusen,fixture_graph_unique,,,VERIFIED,True
2022/23,86,Bayern München,Germany,GER,AO-UEFA-50037,50037,Bayern München,exact_name_country,1.0,,VERIFIED,True
2022/23,87,Borussia Dortmund,Germany,GER,AO-UEFA-52758,52758,B. Dortmund,exact_name_country,1.0,,VERIFIED,True
2022/23,88,Eintracht Frankfurt,Germany,GER,AO-UEFA-50072,50072,Frankfurt,exact_name_country,1.0,,VERIFIED,True
2022/23,89,RB Leipzig,Germany,GER,AO-UEFA-2603790,2603790,Leipzig,exact_name_country,1.0,,VERIFIED,True
2022/23,90,SC Freiburg,Germany,GER,AO-UEFA-59880,59880,Freiburg,exact_name_country,1.0,,VERIFIED,True
2022/23,91,Union Berlin,Germany,GER,AO-UEFA-77977,77977,Union Berlin,exact_name_country,1.0,,VERIFIED,True
2022/23,92,Europa FC,Gibraltar,GIB,AO-UEFA-2606416,2606416,Europa,exact_name_country,1.0,,VERIFIED,True
2022/23,93,FCB Magpies,Gibraltar,GIB,AO-UEFA-2606279,2606279,Magpies,exact_name_country,1.0,,VERIFIED,True
2022/23,94,Lincoln Red Imps,Gibraltar,GIB,AO-UEFA-2605572,2605572,L. Red Imps,exact_name_country,1.0,,VERIFIED,True
2022/23,95,St Joseph's FC,Gibraltar,GIB,AO-UEFA-2605575,2605575,St Joseph's,exact_name_country,1.0,,VERIFIED,True
2022/23,96,Aris Thessaloniki,Greece,GRE,AO-UEFA-52949,52949,Aris T.,fixture_graph_unique,,,VERIFIED,True
2022/23,97,Olympiakos Piraeus,Greece,GRE,AO-UEFA-2610,2610,Olympiacos,fixture_graph_unique,,,VERIFIED,True
2022/23,98,PAOK Thessaloniki,Greece,GRE,AO-UEFA-50130,50130,PAOK,fixture_graph_unique,,,VERIFIED,True
2022/23,99,Panathinaikos,Greece,GRE,AO-UEFA-50084,50084,Panathinaikos,exact_name_country,1.0,,VERIFIED,True
2022/23,100,FC Fehérvár,Hungary,HUN,AO-UEFA-52288,52288,Fehérvár,fixture_graph_unique,,,VERIFIED,True
2022/23,101,Ferencváros,Hungary,HUN,AO-UEFA-52298,52298,Ferencváros,exact_name_country,1.0,,VERIFIED,True
2022/23,102,Kisvárda FC,Hungary,HUN,AO-UEFA-2605958,2605958,Kisvárda,exact_name_country,1.0,,VERIFIED,True
2022/23,103,Puskás Akadémia,Hungary,HUN,AO-UEFA-2605472,2605472,Puskás Akadémia,exact_name_country,1.0,,VERIFIED,True
2022/23,104,Breidablik,Iceland,ISL,AO-UEFA-71235,71235,Breiðablik,exact_name_country,1.0,,VERIFIED,True
2022/23,105,KR Reykjavik,Iceland,ISL,AO-UEFA-52307,52307,KR,exact_name_country,1.0,,VERIFIED,True
2022/23,106,Vikingur Reykjavik,Iceland,ISL,AO-UEFA-52697,52697,Víkingur R.,exact_name_country,1.0,,VERIFIED,True
2022/23,107,Derry City,Ireland,IRL,AO-UEFA-50086,50086,Derry,fixture_graph_unique,,,VERIFIED,True
2022/23,108,Shamrock Rovers,Ireland,IRL,AO-UEFA-52381,52381,Shamrock Rovers,exact_name_country,1.0,,VERIFIED,True
2022/23,109,Sligo Rovers,Ireland,IRL,AO-UEFA-52660,52660,Sligo,fixture_graph_unique,,,VERIFIED,True
2022/23,110,St. Patrick's Athletic,Ireland,IRL,AO-UEFA-50133,50133,St. Patrick's,exact_name_country,1.0,,VERIFIED,True
2022/23,111,Hapoel Beer-Sheva,Israel,ISR,AO-UEFA-59340,59340,H. Beer-Sheva,fixture_graph_unique,,,VERIFIED,True
2022/23,112,Maccabi Haifa,Israel,ISR,AO-UEFA-59045,59045,Maccabi Haifa,exact_name_country,1.0,,VERIFIED,True
2022/23,113,Maccabi Netanya,Israel,ISR,AO-UEFA-73561,73561,M. Netanya,fixture_graph_unique,,,VERIFIED,True
2022/23,114,Maccabi Tel-Aviv,Israel,ISR,AO-UEFA-57477,57477,M. Tel-Aviv,fixture_graph_unique,,,VERIFIED,True
2022/23,115,AC Milan,Italy,ITA,AO-UEFA-50058,50058,Milan,exact_name_country,1.0,,VERIFIED,True
2022/23,116,AS Roma,Italy,ITA,AO-UEFA-50137,50137,Roma,exact_name_country,1.0,,VERIFIED,True
2022/23,117,Fiorentina,Italy,ITA,AO-UEFA-52817,52817,Fiorentina,exact_name_country,1.0,,VERIFIED,True
2022/23,118,Internazionale,Italy,ITA,AO-UEFA-50138,50138,Inter,fixture_graph_unique,,,VERIFIED,True
2022/23,119,Juventus,Italy,ITA,AO-UEFA-50139,50139,Juventus,exact_name_country,1.0,,VERIFIED,True
2022/23,120,Lazio,Italy,ITA,AO-UEFA-52973,52973,Lazio,exact_name_country,1.0,,VERIFIED,True
2022/23,121,Napoli,Italy,ITA,AO-UEFA-50136,50136,Napoli,exact_name_country,1.0,,VERIFIED,True
2022/23,122,FK Astana,Kazakhstan,KAZ,AO-UEFA-2600605,2600605,Astana,fixture_graph_unique,,,VERIFIED,True
2022/23,123,FK Kyzylzhar,Kazakhstan,KAZ,AO-UEFA-79967,79967,Kyzylzhar,fixture_graph_unique,,,VERIFIED,True
2022/23,124,Kairat Almaty,Kazakhstan,KAZ,AO-UEFA-79970,79970,Kairat Almaty,exact_name_country,1.0,,VERIFIED,True
2022/23,125,Tobol Kustanai,Kazakhstan,KAZ,AO-UEFA-79969,79969,Tobol,fixture_graph_unique,,,VERIFIED,True
2022/23,126,FC Ballkani,Kosovo,KOS,AO-UEFA-2609552,2609552,Ballkani,exact_name_country,1.0,,VERIFIED,True
2022/23,127,FC Drita,Kosovo,KOS,AO-UEFA-2608290,2608290,Drita,exact_name_country,1.0,,VERIFIED,True
2022/23,128,KF Llapi,Kosovo,KOS,AO-UEFA-2608286,2608286,Llapi,exact_name_country,1.0,,VERIFIED,True
2022/23,129,SC Gjilani,Kosovo,KOS,AO-UEFA-2608285,2608285,Gjilani,exact_name_country,1.0,,VERIFIED,True
2022/23,130,FK Liepaja,Latvia,LAT,AO-UEFA-2606320,2606320,Liepāja,exact_name_country,1.0,,VERIFIED,True
2022/23,131,RFS Riga,Latvia,LAT,AO-UEFA-2609104,2609104,RFS,fixture_graph_unique,,,VERIFIED,True
2022/23,132,Riga FC,Latvia,LAT,AO-UEFA-2607924,2607924,Riga,exact_name_country,1.0,,VERIFIED,True
2022/23,133,Valmieras FK,Latvia,LAT,AO-UEFA-2602920,2602920,Valmiera,fixture_graph_unique,,,VERIFIED,True
2022/23,134,FC Vaduz,Liechtenstein,LIE,AO-UEFA-57482,57482,Vaduz,exact_name_country,1.0,,VERIFIED,True
2022/23,135,FK Panevezys,Lithuania,LIT,AO-UEFA-2608927,2608927,Panevėžys,exact_name_country,1.0,,VERIFIED,True
2022/23,136,Kauno Zalgiris,Lithuania,LIT,AO-UEFA-2605907,2605907,Kauno Žalgiris,exact_name_country,1.0,,VERIFIED,True
2022/23,137,Suduva Marijampole,Lithuania,LIT,AO-UEFA-79557,79557,Sūduva,fixture_graph_unique,,,VERIFIED,True
2022/23,138,Zalgiris Vilnius,Lithuania,LIT,AO-UEFA-2602334,2602334,Žalgiris,fixture_graph_unique,,,VERIFIED,True
2022/23,139,CS Fola Esch,Luxembourg,LUX,AO-UEFA-7607,7607,Fola,exact_name_country,1.0,,VERIFIED,True
2022/23,140,Differdange 03,Luxembourg,LUX,AO-UEFA-52309,52309,Differdange,fixture_graph_unique,,,VERIFIED,True
2022/23,141,F91 Dudelange,Luxembourg,LUX,AO-UEFA-59028,59028,Diddeleng,fixture_graph_unique,,,VERIFIED,True
2022/23,142,Racing Union Luxembourg,Luxembourg,LUX,AO-UEFA-88135,88135,Racing Union,fixture_graph_unique,,,VERIFIED,True
2022/23,143,Floriana,Malta,MLT,AO-UEFA-50092,50092,Floriana,exact_name_country,1.0,,VERIFIED,True
2022/23,144,Gzira United,Malta,MLT,AO-UEFA-64201,64201,Gżira,fixture_graph_unique,,,VERIFIED,True
2022/23,145,Hamrun Spartans,Malta,MLT,AO-UEFA-50060,50060,Hamrun Spartans ,exact_name_country,1.0,,VERIFIED,True
2022/23,146,Hibernians FC,Malta,MLT,AO-UEFA-52640,52640,Hibernians,exact_name_country,1.0,,VERIFIED,True
2022/23,147,Milsami Orhei,Moldova,MOL,AO-UEFA-2600714,2600714,Milsami,fixture_graph_unique,,,VERIFIED,True
2022/23,148,Petrocub Hîncesti,Moldova,MOL,AO-UEFA-2607112,2607112,Petrocub,fixture_graph_unique,,,VERIFIED,True
2022/23,149,Sfântul Gheorghe,Moldova,MOL,AO-UEFA-2600716,2600716,FCSG,fixture_graph_unique,,,VERIFIED,True
2022/23,150,Sheriff Tiraspol,Moldova,MOL,AO-UEFA-69606,69606,Sheriff,fixture_graph_unique,,,VERIFIED,True
2022/23,151,Buducnost Podgorica,Montenegro,MON,AO-UEFA-53078,53078,Budućnost,fixture_graph_unique,,,VERIFIED,True
2022/23,152,Decic Tuzi,Montenegro,MON,AO-UEFA-2600105,2600105,Dečić,fixture_graph_unique,,,VERIFIED,True
2022/23,153,Iskra Danilovgrad,Montenegro,MON,AO-UEFA-2602858,2602858,Iskra,fixture_graph_unique,,,VERIFIED,True
2022/23,154,Sutjeska Niksic,Montenegro,MON,AO-UEFA-73936,73936,Sutjeska,fixture_graph_unique,,,VERIFIED,True
2022/23,155,AZ Alkmaar,Netherlands,NED,AO-UEFA-52327,52327,AZ Alkmaar,exact_name_country,1.0,,VERIFIED,True
2022/23,156,Ajax,Netherlands,NED,AO-UEFA-50143,50143,Ajax,exact_name_country,1.0,,VERIFIED,True
2022/23,157,FC Twente Enschede,Netherlands,NED,AO-UEFA-52818,52818,Twente,fixture_graph_unique,,,VERIFIED,True
2022/23,158,Feyenoord,Netherlands,NED,AO-UEFA-52749,52749,Feyenoord,exact_name_country,1.0,,VERIFIED,True
2022/23,159,PSV Eindhoven,Netherlands,NED,AO-UEFA-50062,50062,PSV,exact_name_country,1.0,,VERIFIED,True
2022/23,160,Akademija Pandev,North Macedonia,MAC,AO-UEFA-2608458,2608458,Brera Strumica,exact_name_country,1.0,,VERIFIED,True
2022/23,161,FK Shkupi,North Macedonia,MAC,AO-UEFA-2606993,2606993,Shkupi,fixture_graph_unique,,,VERIFIED,True
2022/23,162,Makedonija GjP,North Macedonia,MAC,AO-UEFA-64395,64395,Makedonija,fixture_graph_unique,,,VERIFIED,True
2022/23,163,Shkendija Tetovo,North Macedonia,MAC,AO-UEFA-75807,75807,Shkëndija,fixture_graph_unique,,,VERIFIED,True
2022/23,164,Cliftonville,Northern Ireland,NIR,AO-UEFA-52991,52991,Cliftonville,exact_name_country,1.0,,VERIFIED,True
2022/23,165,Crusaders Belfast,Northern Ireland,NIR,AO-UEFA-52992,52992,Crusaders,fixture_graph_unique,,,VERIFIED,True
2022/23,166,Larne FC,Northern Ireland,NIR,AO-UEFA-85009,85009,Larne,exact_name_country,1.0,,VERIFIED,True
2022/23,167,Linfield Belfast,Northern Ireland,NIR,AO-UEFA-50134,50134,Linfield,fixture_graph_unique,,,VERIFIED,True
2022/23,168,Bodø/Glimt,Norway,NOR,AO-UEFA-59333,59333,Bodø/Glimt,exact_name_country,1.0,,VERIFIED,True
2022/23,169,Lillestrøm SK,Norway,NOR,AO-UEFA-52314,52314,Lillestrøm,exact_name_country,1.0,,VERIFIED,True
2022/23,170,Molde FK,Norway,NOR,AO-UEFA-50142,50142,Molde,exact_name_country,1.0,,VERIFIED,True
2022/23,171,Viking Stavanger,Norway,NOR,AO-UEFA-52319,52319,Viking,fixture_graph_unique,,,VERIFIED,True
2022/23,172,Lech Poznan,Poland,POL,AO-UEFA-64227,64227,Lech Poznań,exact_name_country,1.0,,VERIFIED,True
2022/23,173,Lechia Gdansk,Poland,POL,AO-UEFA-52763,52763,Lechia,fixture_graph_unique,,,VERIFIED,True
2022/23,174,Pogon Szczecin,Poland,POL,AO-UEFA-52652,52652,Pogoń,fixture_graph_unique,,,VERIFIED,True
2022/23,175,Raków Czestochowa,Poland,POL,AO-UEFA-60566,60566,Raków,exact_name_country,1.0,,VERIFIED,True
2022/23,176,Benfica,Portugal,POR,AO-UEFA-50147,50147,Benfica,exact_name_country,1.0,,VERIFIED,True
2022/23,177,FC Porto,Portugal,POR,AO-UEFA-50064,50064,Porto,exact_name_country,1.0,,VERIFIED,True
2022/23,178,Gil Vicente,Portugal,POR,AO-UEFA-73926,73926,Gil Vicente,exact_name_country,1.0,,VERIFIED,True
