arm,reference,segment,metric,method,matches,clusters,mean_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:MAIN,exact_score_nll,calendar_month,1876,35,-0.00602223573343599,-0.00970987832356812,-0.002046015297133748,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:MAIN,exact_score_nll,conservative_envelope,1876,,-0.00602223573343599,-0.00970987832356812,-0.002046015297133748,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:MAIN,over_2_5_brier,tie_or_match,1876,1628,-0.0013227282981991158,-0.0024169354885822517,-0.00026376899055952156,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:MAIN,over_2_5_brier,team_season,1876,408,-0.0013227282981991158,-0.0020158055257704748,-0.000621187396665183,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:MAIN,over_2_5_brier,calendar_month,1876,35,-0.0013227282981991158,-0.0022793609197580616,-0.00032917541933666133,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:MAIN,over_2_5_brier,conservative_envelope,1876,,-0.0013227282981991158,-0.0024169354885822517,-0.00026376899055952156,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:QUALIFYING,exact_score_nll,tie_or_match,1652,829,0.0011262307868429107,-0.002848273082439687,0.005037407096369718,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:QUALIFYING,exact_score_nll,team_season,1652,779,0.0011262307868429107,-0.0015506345627827457,0.0038480203772961468,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:QUALIFYING,exact_score_nll,calendar_month,1652,10,0.0011262307868429107,-0.003897917364829742,0.005406162573373672,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:QUALIFYING,exact_score_nll,conservative_envelope,1652,,0.0011262307868429107,-0.003897917364829742,0.005406162573373672,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:QUALIFYING,over_2_5_brier,tie_or_match,1652,829,-0.0001579444529912472,-0.0013747747314976654,0.0010779157545448303,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:QUALIFYING,over_2_5_brier,team_season,1652,779,-0.0001579444529912472,-0.0010002267936949673,0.0007142010816315272,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:QUALIFYING,over_2_5_brier,calendar_month,1652,10,-0.0001579444529912472,-0.0015328210054875496,0.0010836343964189276,False,False
